node,gpu,ncomp_per_neuron,n_neurons,total_comps,n_steps,mode,rep,wall_s
inf02,NVIDIA A40,16,500,8000,200,gpu,9,0.348008
inf02,NVIDIA A40,16,500,8000,200,gpu,10,0.339416
inf02,NVIDIA A40,16,1000,16000,200,cpu,1,0.455180
inf02,NVIDIA A40,16,1000,16000,200,cpu,2,0.433684
inf02,NVIDIA A40,16,1000,16000,200,cpu,3,0.422974
inf02,NVIDIA A40,16,1000,16000,200,cpu,4,0.431569
inf02,NVIDIA A40,16,1000,16000,200,cpu,5,0.424291
inf02,NVIDIA A40,16,1000,16000,200,cpu,6,0.426496
inf02,NVIDIA A40,16,1000,16000,200,cpu,7,0.451860
inf02,NVIDIA A40,16,1000,16000,200,cpu,8,0.427178
inf02,NVIDIA A40,16,1000,16000,200,cpu,9,0.422839
inf02,NVIDIA A40,16,1000,16000,200,cpu,10,0.454639
inf02,NVIDIA A40,16,1000,16000,200,gpu,1,0.467089
inf02,NVIDIA A40,16,1000,16000,200,gpu,2,0.376400
inf02,NVIDIA A40,16,1000,16000,200,gpu,3,0.389098
inf02,NVIDIA A40,16,1000,16000,200,gpu,4,0.388482
inf02,NVIDIA A40,16,1000,16000,200,gpu,5,0.389051
inf02,NVIDIA A40,16,1000,16000,200,gpu,6,0.393287
inf02,NVIDIA A40,16,1000,16000,200,gpu,7,0.388776
inf02,NVIDIA A40,16,1000,16000,200,gpu,8,0.388381
inf02,NVIDIA A40,16,1000,16000,200,gpu,9,0.393475
inf02,NVIDIA A40,16,1000,16000,200,gpu,10,0.377876
inf02,NVIDIA A40,16,2000,32000,200,cpu,1,0.820380
inf02,NVIDIA A40,16,2000,32000,200,cpu,2,0.808574
inf02,NVIDIA A40,16,2000,32000,200,cpu,3,0.803809
inf02,NVIDIA A40,16,2000,32000,200,cpu,4,0.825495
inf02,NVIDIA A40,16,2000,32000,200,cpu,5,0.789161
inf02,NVIDIA A40,16,2000,32000,200,cpu,6,0.799547
inf02,NVIDIA A40,16,2000,32000,200,cpu,7,0.790748
inf02,NVIDIA A40,16,2000,32000,200,cpu,8,0.796935
inf02,NVIDIA A40,16,2000,32000,200,cpu,9,0.805542
inf02,NVIDIA A40,16,2000,32000,200,cpu,10,0.837695
inf02,NVIDIA A40,16,2000,32000,200,gpu,1,0.653395
inf02,NVIDIA A40,16,2000,32000,200,gpu,2,0.577418
inf02,NVIDIA A40,16,2000,32000,200,gpu,3,0.578835
inf02,NVIDIA A40,16,2000,32000,200,gpu,4,0.580455
inf02,NVIDIA A40,16,2000,32000,200,gpu,5,0.586559
inf02,NVIDIA A40,16,2000,32000,200,gpu,6,0.579309
inf02,NVIDIA A40,16,2000,32000,200,gpu,7,0.588009
inf02,NVIDIA A40,16,2000,32000,200,gpu,8,0.579237
inf02,NVIDIA A40,16,2000,32000,200,gpu,9,0.578936
inf02,NVIDIA A40,16,2000,32000,200,gpu,10,0.581917
inf02,NVIDIA A40,16,3000,48000,200,cpu,1,1.361229
inf02,NVIDIA A40,16,3000,48000,200,cpu,2,1.352653
inf02,NVIDIA A40,16,3000,48000,200,cpu,3,1.397015
inf02,NVIDIA A40,16,3000,48000,200,cpu,4,1.386591
inf02,NVIDIA A40,16,3000,48000,200,cpu,5,1.367256
inf02,NVIDIA A40,16,3000,48000,200,cpu,6,1.371870
inf02,NVIDIA A40,16,3000,48000,200,cpu,7,1.393224
inf02,NVIDIA A40,16,3000,48000,200,cpu,8,1.389263
inf02,NVIDIA A40,16,3000,48000,200,cpu,9,1.341136
inf02,NVIDIA A40,16,3000,48000,200,cpu,10,1.365657
inf02,NVIDIA A40,16,3000,48000,200,gpu,1,0.815587
inf02,NVIDIA A40,16,3000,48000,200,gpu,2,0.722436
inf02,NVIDIA A40,16,3000,48000,200,gpu,3,0.728825
inf02,NVIDIA A40,16,3000,48000,200,gpu,4,0.724713
inf02,NVIDIA A40,16,3000,48000,200,gpu,5,0.726428
inf02,NVIDIA A40,16,3000,48000,200,gpu,6,0.726003
inf02,NVIDIA A40,16,3000,48000,200,gpu,7,0.724315
inf02,NVIDIA A40,16,3000,48000,200,gpu,8,0.724481
inf02,NVIDIA A40,16,3000,48000,200,gpu,9,0.723196
inf02,NVIDIA A40,16,3000,48000,200,gpu,10,0.724570
inf02,NVIDIA A40,16,5000,80000,200,cpu,1,2.710420
inf02,NVIDIA A40,16,5000,80000,200,cpu,2,2.675022
inf02,NVIDIA A40,16,5000,80000,200,cpu,3,2.689844
inf02,NVIDIA A40,16,5000,80000,200,cpu,4,2.672080
inf02,NVIDIA A40,16,5000,80000,200,cpu,5,2.720717
inf02,NVIDIA A40,16,5000,80000,200,cpu,6,2.675655
inf02,NVIDIA A40,16,5000,80000,200,cpu,7,2.679130
inf02,NVIDIA A40,16,5000,80000,200,cpu,8,2.693345
inf02,NVIDIA A40,16,5000,80000,200,cpu,9,2.674201
inf02,NVIDIA A40,16,5000,80000,200,cpu,10,2.681790
inf02,NVIDIA A40,16,5000,80000,200,gpu,1,1.099967
inf02,NVIDIA A40,16,5000,80000,200,gpu,2,1.034150
inf02,NVIDIA A40,16,5000,80000,200,gpu,3,1.024655
inf02,NVIDIA A40,16,5000,80000,200,gpu,4,1.027775
inf02,NVIDIA A40,16,5000,80000,200,gpu,5,1.031348
inf02,NVIDIA A40,16,5000,80000,200,gpu,6,1.037689
inf02,NVIDIA A40,16,5000,80000,200,gpu,7,1.023717
inf02,NVIDIA A40,16,5000,80000,200,gpu,8,1.022321
inf02,NVIDIA A40,16,5000,80000,200,gpu,9,1.018914
inf02,NVIDIA A40,16,5000,80000,200,gpu,10,1.031433
inf02,NVIDIA A40,16,7000,112000,200,cpu,1,3.934909
inf02,NVIDIA A40,16,7000,112000,200,cpu,2,3.883001
inf02,NVIDIA A40,16,7000,112000,200,cpu,3,3.888564
inf02,NVIDIA A40,16,7000,112000,200,cpu,4,3.885772
inf02,NVIDIA A40,16,7000,112000,200,cpu,5,3.890143
inf02,NVIDIA A40,16,7000,112000,200,cpu,6,3.842082
inf02,NVIDIA A40,16,7000,112000,200,cpu,7,3.923170
inf02,NVIDIA A40,16,7000,112000,200,cpu,8,3.872349
inf02,NVIDIA A40,16,7000,112000,200,cpu,9,3.865599
inf02,NVIDIA A40,16,7000,112000,200,cpu,10,3.873280
inf02,NVIDIA A40,16,7000,112000,200,gpu,1,1.383752
inf02,NVIDIA A40,16,7000,112000,200,gpu,2,1.332243
inf02,NVIDIA A40,16,7000,112000,200,gpu,3,1.312172
inf02,NVIDIA A40,16,7000,112000,200,gpu,4,1.338712
inf02,NVIDIA A40,16,7000,112000,200,gpu,5,1.313983
inf02,NVIDIA A40,16,7000,112000,200,gpu,6,1.334759
inf02,NVIDIA A40,16,7000,112000,200,gpu,7,1.318772
inf02,NVIDIA A40,16,7000,112000,200,gpu,8,1.314974
inf02,NVIDIA A40,16,7000,112000,200,gpu,9,1.321454
inf02,NVIDIA A40,16,7000,112000,200,gpu,10,1.332215
inf02,NVIDIA A40,16,10000,160000,200,cpu,1,5.949496
inf02,NVIDIA A40,16,10000,160000,200,cpu,2,5.915058
inf02,NVIDIA A40,16,10000,160000,200,cpu,3,5.941326
inf02,NVIDIA A40,16,10000,160000,200,cpu,4,5.921716
inf02,NVIDIA A40,16,10000,160000,200,cpu,5,5.905382
inf02,NVIDIA A40,16,10000,160000,200,cpu,6,5.958910
inf02,NVIDIA A40,16,10000,160000,200,cpu,7,5.923039
inf02,NVIDIA A40,16,10000,160000,200,cpu,8,5.929027
inf02,NVIDIA A40,16,10000,160000,200,cpu,9,5.965229
inf02,NVIDIA A40,16,10000,160000,200,cpu,10,6.002239
inf02,NVIDIA A40,16,10000,160000,200,gpu,1,2.046549
inf02,NVIDIA A40,16,10000,160000,200,gpu,2,1.955687
inf02,NVIDIA A40,16,10000,160000,200,gpu,3,1.968494
inf02,NVIDIA A40,16,10000,160000,200,gpu,4,1.964088
inf02,NVIDIA A40,16,10000,160000,200,gpu,5,1.973460
inf02,NVIDIA A40,16,10000,160000,200,gpu,6,1.966621
inf02,NVIDIA A40,16,10000,160000,200,gpu,7,1.965963
inf02,NVIDIA A40,16,10000,160000,200,gpu,8,1.972338
inf02,NVIDIA A40,16,10000,160000,200,gpu,9,1.956879
inf02,NVIDIA A40,16,10000,160000,200,gpu,10,1.976568
inf02,NVIDIA A40,16,15000,240000,200,cpu,1,8.819821
inf02,NVIDIA A40,16,15000,240000,200,cpu,2,8.908468
inf02,NVIDIA A40,16,15000,240000,200,cpu,3,8.956345
inf02,NVIDIA A40,16,15000,240000,200,cpu,4,8.905108
inf02,NVIDIA A40,16,15000,240000,200,cpu,5,8.925359
inf02,NVIDIA A40,16,15000,240000,200,cpu,6,8.877738
inf02,NVIDIA A40,16,15000,240000,200,cpu,7,8.893906
inf02,NVIDIA A40,16,15000,240000,200,cpu,8,8.915204
inf02,NVIDIA A40,16,15000,240000,200,cpu,9,8.871207
inf02,NVIDIA A40,16,15000,240000,200,cpu,10,8.897354
inf02,NVIDIA A40,16,15000,240000,200,gpu,1,2.810246
inf02,NVIDIA A40,16,15000,240000,200,gpu,2,2.679921
inf02,NVIDIA A40,16,15000,240000,200,gpu,3,2.715098
inf02,NVIDIA A40,16,15000,240000,200,gpu,4,2.720677
inf02,NVIDIA A40,16,15000,240000,200,gpu,5,2.670811
inf02,NVIDIA A40,16,15000,240000,200,gpu,6,2.728434
inf02,NVIDIA A40,16,15000,240000,200,gpu,7,2.754044
inf02,NVIDIA A40,16,15000,240000,200,gpu,8,2.711965
inf02,NVIDIA A40,16,15000,240000,200,gpu,9,2.668787
inf02,NVIDIA A40,16,15000,240000,200,gpu,10,2.718901
inf02,NVIDIA A40,16,20000,320000,200,cpu,1,11.764362
inf02,NVIDIA A40,16,20000,320000,200,cpu,2,11.712589
inf02,NVIDIA A40,16,20000,320000,200,cpu,3,11.921804
inf02,NVIDIA A40,16,20000,320000,200,cpu,4,11.753711
inf02,NVIDIA A40,16,20000,320000,200,cpu,5,11.783124
inf02,NVIDIA A40,16,20000,320000,200,cpu,6,11.841413
inf02,NVIDIA A40,16,20000,320000,200,cpu,7,11.830929
inf02,NVIDIA A40,16,20000,320000,200,cpu,8,11.891608
inf02,NVIDIA A40,16,20000,320000,200,cpu,9,11.701913
inf02,NVIDIA A40,16,20000,320000,200,cpu,10,11.896143
inf02,NVIDIA A40,16,20000,320000,200,gpu,1,3.537751
inf02,NVIDIA A40,16,20000,320000,200,gpu,2,3.469091
inf02,NVIDIA A40,16,20000,320000,200,gpu,3,3.493961
inf02,NVIDIA A40,16,20000,320000,200,gpu,4,3.486102
inf02,NVIDIA A40,16,20000,320000,200,gpu,5,3.486798
inf02,NVIDIA A40,16,20000,320000,200,gpu,6,3.483495
inf02,NVIDIA A40,16,20000,320000,200,gpu,7,3.495402
inf02,NVIDIA A40,16,20000,320000,200,gpu,8,3.528466
inf02,NVIDIA A40,16,20000,320000,200,gpu,9,3.430500
inf02,NVIDIA A40,16,20000,320000,200,gpu,10,3.450908
inf02,NVIDIA A40,16,30000,480000,200,cpu,1,17.411971
inf02,NVIDIA A40,16,30000,480000,200,cpu,2,17.163966
inf02,NVIDIA A40,16,30000,480000,200,cpu,3,17.324014
inf02,NVIDIA A40,16,30000,480000,200,cpu,4,17.424225
inf02,NVIDIA A40,16,30000,480000,200,cpu,5,17.417317
inf02,NVIDIA A40,16,30000,480000,200,cpu,6,17.420244
inf02,NVIDIA A40,16,30000,480000,200,cpu,7,17.429000
inf02,NVIDIA A40,16,30000,480000,200,cpu,8,17.316019
inf02,NVIDIA A40,16,30000,480000,200,cpu,9,17.237741
inf02,NVIDIA A40,16,30000,480000,200,cpu,10,17.426841
inf02,NVIDIA A40,16,30000,480000,200,gpu,1,5.059944
inf02,NVIDIA A40,16,30000,480000,200,gpu,2,4.911986
inf02,NVIDIA A40,16,30000,480000,200,gpu,3,4.863491
inf02,NVIDIA A40,16,30000,480000,200,gpu,4,4.867965
inf02,NVIDIA A40,16,30000,480000,200,gpu,5,4.931841
inf02,NVIDIA A40,16,30000,480000,200,gpu,6,4.889308
inf02,NVIDIA A40,16,30000,480000,200,gpu,7,4.843038
inf02,NVIDIA A40,16,30000,480000,200,gpu,8,4.944985
inf02,NVIDIA A40,16,30000,480000,200,gpu,9,4.893849
inf02,NVIDIA A40,16,30000,480000,200,gpu,10,4.916306
inf02,NVIDIA A40,16,40000,640000,200,cpu,1,22.883223
inf02,NVIDIA A40,16,40000,640000,200,cpu,2,22.778540
inf02,NVIDIA A40,16,40000,640000,200,cpu,3,23.254131
inf02,NVIDIA A40,16,40000,640000,200,cpu,4,23.358623
inf02,NVIDIA A40,16,40000,640000,200,cpu,5,22.767547
inf02,NVIDIA A40,16,40000,640000,200,cpu,6,22.786187
inf02,NVIDIA A40,16,40000,640000,200,cpu,7,22.901193
inf02,NVIDIA A40,16,40000,640000,200,cpu,8,22.918270
inf02,NVIDIA A40,16,40000,640000,200,cpu,9,22.721522
inf02,NVIDIA A40,16,40000,640000,200,cpu,10,22.692662
inf02,NVIDIA A40,16,40000,640000,200,gpu,1,6.388144
inf02,NVIDIA A40,16,40000,640000,200,gpu,2,6.500489
inf02,NVIDIA A40,16,40000,640000,200,gpu,3,6.506989
inf02,NVIDIA A40,16,40000,640000,200,gpu,4,6.466757
inf02,NVIDIA A40,16,40000,640000,200,gpu,5,6.480075
inf02,NVIDIA A40,16,40000,640000,200,gpu,6,6.415526
inf02,NVIDIA A40,16,40000,640000,200,gpu,7,6.478070
inf02,NVIDIA A40,16,40000,640000,200,gpu,8,6.365254
inf02,NVIDIA A40,16,40000,640000,200,gpu,9,6.368542
inf02,NVIDIA A40,16,40000,640000,200,gpu,10,6.461191
inf02,NVIDIA A40,16,50000,800000,200,cpu,1,28.220040
inf02,NVIDIA A40,16,50000,800000,200,cpu,2,28.529967
inf02,NVIDIA A40,16,50000,800000,200,cpu,3,28.261095
inf02,NVIDIA A40,16,50000,800000,200,cpu,4,28.493522
inf02,NVIDIA A40,16,50000,800000,200,cpu,5,28.518044
inf02,NVIDIA A40,16,50000,800000,200,cpu,6,28.181214
inf02,NVIDIA A40,16,50000,800000,200,cpu,7,28.340412
inf02,NVIDIA A40,16,50000,800000,200,cpu,8,28.464637
inf02,NVIDIA A40,16,50000,800000,200,cpu,9,28.471361
inf02,NVIDIA A40,16,50000,800000,200,cpu,10,28.130058
inf02,NVIDIA A40,16,50000,800000,200,gpu,1,7.944299
inf02,NVIDIA A40,16,50000,800000,200,gpu,2,7.832032
inf02,NVIDIA A40,16,50000,800000,200,gpu,3,7.765439
inf02,NVIDIA A40,16,50000,800000,200,gpu,4,7.762670
inf02,NVIDIA A40,16,50000,800000,200,gpu,5,8.043636
inf02,NVIDIA A40,16,50000,800000,200,gpu,6,7.859020
inf02,NVIDIA A40,16,50000,800000,200,gpu,7,7.741877
inf02,NVIDIA A40,16,50000,800000,200,gpu,8,7.870828
inf02,NVIDIA A40,16,50000,800000,200,gpu,9,7.786577
inf02,NVIDIA A40,16,50000,800000,200,gpu,10,7.795117
